"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ISiKSubscription","Subscription.criteria.extension:filterCriteria.value[x]","Subscription.criteria.extension.value[x]","","","",0,1,"Y","","","string {[]} {[]}
","Filtering critiera applied to events","Search-style filters to be applied to narrow the subscription topic stream. Keys can be either search parameters appropriate to the filtering resource or keys defined within the subscription topic.","When multiple filters are applied, evaluates to true if all the conditions are met; otherwise it returns false. (i.e., logical AND).","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ISiKSubscription","Subscription.criteria.value","Subscription.criteria.value","","","",0,1,"","","","string {[]} {[]}
","Primitive value for string","The actual value","","","","","","","","","",1048576,,,,"",,,,"string.value",0,1,"",""
"ISiKSubscription","Subscription.error","Subscription.error","","","",0,1,"","","Y","string {[]} {[]}
","Latest error note","A record of the last error that occurred when the server processed a notification.","","","","","","","","","",,,,,"",,,,"Subscription.error",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ISiKSubscription","Subscription.channel","Subscription.channel","","","",1,1,"Y","","Y","BackboneElement {[]} {[]}
","Kommunikationskanal","Details where to send notifications when resources are received that meet the criteria.","**Bedeutung:** Kommunikationskanal über den die Subscription Benachrichtigungen gesendet werden sollen.","","","","","","","","",,,,,"",,,,"Subscription.channel",1,1,"","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
"
"ISiKSubscription","Subscription.channel.id","Subscription.channel.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ISiKSubscription","Subscription.channel.extension","Subscription.channel.extension","","","",0,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ISiKSubscription","Subscription.channel.extension:heartbeatPeriod","Subscription.channel.extension","heartbeatPeriod","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-heartbeat-period]]} {[]}
","Heartbeat-Intervall","Interval in seconds to send 'heartbeat' notifications.","**Bedeutung:** Intervall in dem der Server prüft, ob der Kommunikationskanal noch aktiv ist.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ISiKSubscription","Subscription.channel.extension:heartbeatPeriod.id","Subscription.channel.extension.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ISiKSubscription","Subscription.channel.extension:heartbeatPeriod.extension","Subscription.channel.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ISiKSubscription","Subscription.channel.extension:heartbeatPeriod.url","Subscription.channel.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-heartbeat-period""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"ISiKSubscription","Subscription.channel.extension:heartbeatPeriod.value[x]","Subscription.channel.extension.value[x]","","","",0,1,"Y","","","unsignedInt {[]} {[]}
","Interval in seconds to send 'heartbeat' notification","If present, a 'hearbeat' notification (keepalive) is sent via this channel with an the interval period equal to this elements integer value in seconds. If not present, a heartbeat notification is not sent.","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ISiKSubscription","Subscription.channel.extension:timeout","Subscription.channel.extension","timeout","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-timeout]]} {[]}
","Timeout in seconds to attempt notification delivery","If present, the maximum amount of time a server will allow before failing a notification attempt.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ISiKSubscription","Subscription.channel.extension:maxCount","Subscription.channel.extension","maxCount","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-max-count]]} {[]}
","Maximum number of triggering resources included in notification bundles","If present, the maximum number of triggering resources that will be included in a notification bundle (e.g., a server will not include more than this number of trigger resources in a single notification). Note that this is not a strict limit on the number of entries in a bundle, as dependent resources can be included.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
